Row ID,Order ID,Order Date,Ship Date,Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sales,Quantity,Discount,Profit
2694,CA-2016-138079,1/22/2016,1/28/2016,Standard Class,Corporate,United States,Seattle,Washington,98115,West,Furniture,109.9,5,0,37.366
2695,CA-2014-143182,10/15/2014,10/20/2014,Standard Class,Consumer,United States,Hialeah,Florida,33012,South,Furniture,15.384,1,0.2,4.0383
2701,CA-2014-145317,3/18/2014,3/23/2014,Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Furniture,30.768,2,0.2,8.0766
2703,CA-2014-145317,3/18/2014,3/23/2014,Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Furniture,122.352,3,0.2,15.294
2709,CA-2015-121797,1/30/2015,02-06-2015,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,227.36,7,0,81.8496
2712,CA-2017-132430,10-09-2017,10-11-2017,First Class,Corporate,United States,Lakewood,Ohio,44107,East,Furniture,45.888,4,0.2,9.1776
2720,CA-2014-110030,12-06-2014,12-08-2014,Second Class,Consumer,United States,Houston,Texas,77095,Central,Furniture,23.976,3,0.6,-14.3856
2727,CA-2017-149888,11-07-2017,11/13/2017,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,350.352,4,0.4,-140.1408
2732,CA-2017-104801,2/13/2017,2/19/2017,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Furniture,107.53,1,0,21.506
2738,CA-2015-115798,11/13/2015,11/19/2015,Standard Class,Consumer,United States,Newark,Delaware,19711,East,Furniture,299.97,3,0,56.9943
2743,CA-2014-149244,11-04-2014,11-08-2014,Standard Class,Consumer,United States,San Diego,California,92037,West,Furniture,35.34,2,0,13.4292
2744,CA-2015-140144,6/20/2015,6/25/2015,Second Class,Corporate,United States,San Francisco,California,94122,West,Furniture,257.64,6,0,100.4796
2747,CA-2014-155887,05-12-2014,5/17/2014,Standard Class,Consumer,United States,Franklin,Massachusetts,2038,East,Furniture,700.056,3,0.3,-130.0104
2750,US-2014-141257,06-08-2014,6/14/2014,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,585.552,3,0.2,73.194
2752,CA-2014-158029,5/26/2014,5/30/2014,Standard Class,Consumer,United States,Los Angeles,California,90008,West,Furniture,225.296,2,0.2,22.5296
2759,CA-2016-146171,03-11-2016,3/15/2016,Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Furniture,76.92,4,0,31.5372
2773,CA-2017-158967,12-10-2017,12-12-2017,First Class,Consumer,United States,Fort Lauderdale,Florida,33311,South,Furniture,19.104,3,0.2,5.7312
2778,CA-2015-138534,7/17/2015,7/19/2015,Second Class,Consumer,United States,Bakersfield,California,93309,West,Furniture,195.466,2,0.15,-13.7976
2779,CA-2017-108322,4/30/2017,05-05-2017,Standard Class,Corporate,United States,Pompano Beach,Florida,33068,South,Furniture,23.68,8,0.2,6.216
2786,CA-2015-149972,9/21/2015,9/23/2015,First Class,Home Office,United States,Los Angeles,California,90036,West,Furniture,601.536,4,0.2,0
2788,US-2014-117744,12-02-2014,12-06-2014,Standard Class,Corporate,United States,Corpus Christi,Texas,78415,Central,Furniture,58.36,5,0.6,-24.803
2790,US-2014-117744,12-02-2014,12-06-2014,Standard Class,Corporate,United States,Corpus Christi,Texas,78415,Central,Furniture,39.96,5,0.6,-23.976
2797,CA-2014-154599,04-12-2014,4/17/2014,Standard Class,Corporate,United States,Redondo Beach,California,90278,West,Furniture,308.499,3,0.15,-18.147
2803,CA-2017-143329,11-03-2017,11-08-2017,Standard Class,Consumer,United States,Las Cruces,New Mexico,88001,West,Furniture,41.37,3,0,17.3754
2806,CA-2015-122623,09-07-2015,09-11-2015,Standard Class,Consumer,United States,El Paso,Texas,79907,Central,Furniture,47.516,2,0.3,-2.0364
2809,CA-2015-148635,7/25/2015,7/27/2015,Second Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,704.9,5,0,56.392
2810,CA-2015-148635,7/25/2015,7/27/2015,Second Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,561.568,2,0.2,28.0784
2812,CA-2015-135685,11/16/2015,11/18/2015,Second Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Furniture,185.58,6,0,76.0878
2813,CA-2015-135685,11/16/2015,11/18/2015,Second Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Furniture,214.11,3,0,36.3987
2815,CA-2015-135685,11/16/2015,11/18/2015,Second Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Furniture,653.55,3,0,111.1035
2817,CA-2015-104626,09-01-2015,09-08-2015,Standard Class,Home Office,United States,Franklin,Massachusetts,2038,East,Furniture,60.74,1,0,15.185
2818,CA-2015-104626,09-01-2015,09-08-2015,Standard Class,Home Office,United States,Franklin,Massachusetts,2038,East,Furniture,124.36,2,0,27.3592
2821,CA-2016-160500,05-05-2016,05-08-2016,First Class,Consumer,United States,Encinitas,California,92024,West,Furniture,298.776,3,0.2,7.4694
2826,US-2014-112914,9/25/2014,9/30/2014,Standard Class,Home Office,United States,Houston,Texas,77041,Central,Furniture,300.5328,2,0.32,-97.2312
2841,US-2014-125521,3/14/2014,3/19/2014,Standard Class,Home Office,United States,Chesapeake,Virginia,23320,South,Furniture,1139.92,4,0,284.98
2845,US-2016-162852,12/27/2016,12/31/2016,Standard Class,Corporate,United States,Woodstock,Illinois,60098,Central,Furniture,845.488,8,0.3,-12.0784
2848,CA-2017-157854,04-08-2017,4/15/2017,Standard Class,Corporate,United States,Roswell,Georgia,30076,South,Furniture,56.28,6,0,15.7584
2853,CA-2016-136371,3/19/2016,3/21/2016,Second Class,Consumer,United States,Oceanside,New York,11572,East,Furniture,14.98,1,0,6.8908
2854,CA-2016-136371,3/19/2016,3/21/2016,Second Class,Consumer,United States,Oceanside,New York,11572,East,Furniture,20.32,4,0,6.9088
2857,CA-2016-128594,8/26/2016,8/29/2016,First Class,Corporate,United States,San Diego,California,92037,West,Furniture,1603.136,4,0.2,100.196
2858,CA-2016-154690,8/15/2016,8/17/2016,Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Furniture,225.296,2,0.2,22.5296
2861,CA-2017-138975,5/19/2017,5/23/2017,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Furniture,1628.82,9,0,374.6286
2870,CA-2017-143861,06-12-2017,6/19/2017,Standard Class,Consumer,United States,Saint Petersburg,Florida,33710,South,Furniture,17.088,2,0.2,1.068
2872,CA-2014-148040,3/22/2014,3/26/2014,Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Furniture,314.352,3,0.2,-35.3646
2876,US-2016-167339,1/21/2016,1/23/2016,Second Class,Consumer,United States,San Diego,California,92037,West,Furniture,153.568,2,0.2,-5.7588
2877,US-2016-167339,1/21/2016,1/23/2016,Second Class,Consumer,United States,San Diego,California,92037,West,Furniture,1013.488,7,0.2,76.0116
2884,CA-2016-130799,11-11-2016,11/16/2016,Second Class,Consumer,United States,San Francisco,California,94110,West,Furniture,6.96,4,0,2.2272
2886,US-2016-159856,10/18/2016,10/22/2016,Standard Class,Consumer,United States,Tempe,Arizona,85281,West,Furniture,307.92,5,0.2,-34.641
2891,CA-2014-142727,4/29/2014,05-01-2014,Second Class,Consumer,United States,Lake Charles,Louisiana,70601,South,Furniture,51.96,2,0,12.99
2895,CA-2017-139913,10/23/2017,10/29/2017,Standard Class,Corporate,United States,Rochester,New York,14609,East,Furniture,69.08,11,0,29.0136
2899,US-2015-114839,4/26/2015,4/30/2015,Standard Class,Consumer,United States,Houston,Texas,77036,Central,Furniture,408.422,2,0.3,-5.8346
2905,CA-2016-153577,6/27/2016,07-01-2016,Standard Class,Corporate,United States,Highland Park,Illinois,60035,Central,Furniture,539.658,3,0.3,-7.7094
2920,CA-2016-160129,11/23/2016,11/23/2016,Same Day,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,14.368,2,0.2,3.9512
2921,CA-2016-160129,11/23/2016,11/23/2016,Same Day,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,70.448,7,0.2,12.3284
2926,CA-2014-157721,09-02-2014,09-05-2014,First Class,Consumer,United States,Watertown,New York,13601,East,Furniture,70.71,1,0,4.9497
2927,CA-2017-128629,07-10-2017,7/14/2017,Second Class,Consumer,United States,Columbus,Georgia,31907,South,Furniture,18.84,3,0,7.9128
2930,CA-2017-143434,11/18/2017,11/24/2017,Standard Class,Home Office,United States,Saginaw,Michigan,48601,Central,Furniture,19.76,4,0,8.2992
2933,CA-2015-168564,08-08-2015,08-08-2015,Same Day,Consumer,United States,San Francisco,California,94109,West,Furniture,144.784,1,0.2,10.8588
2941,CA-2017-155880,3/25/2017,3/31/2017,Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,90.99,1,0,14.5584
2942,CA-2017-155880,3/25/2017,3/31/2017,Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,1526.56,7,0,427.4368
2943,CA-2017-155880,3/25/2017,3/31/2017,Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,368.97,3,0,40.5867
2945,CA-2017-126242,11/19/2017,11/24/2017,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,18.7,1,0,7.106
2946,CA-2016-166443,11-04-2016,11-05-2016,First Class,Consumer,United States,San Francisco,California,94122,West,Furniture,38.29,7,0,16.4647
2947,CA-2017-169859,12/14/2017,12/18/2017,Standard Class,Home Office,United States,San Diego,California,92024,West,Furniture,26.25,3,0,11.025
2952,CA-2017-134915,11-12-2017,11-12-2017,Same Day,Home Office,United States,Glendale,Arizona,85301,West,Furniture,113.888,2,0.2,9.9652
2953,CA-2017-134915,11-12-2017,11-12-2017,Same Day,Home Office,United States,Glendale,Arizona,85301,West,Furniture,113.568,2,0.2,-5.6784
2957,CA-2017-123638,6/27/2017,07-04-2017,Standard Class,Home Office,United States,Watertown,New York,13601,East,Furniture,191.646,3,0.1,31.941
2963,CA-2017-137428,12/16/2017,12/21/2017,Second Class,Corporate,United States,Oceanside,California,92054,West,Furniture,81.568,2,0.2,9.1764
2964,CA-2017-137428,12/16/2017,12/21/2017,Second Class,Corporate,United States,Oceanside,California,92054,West,Furniture,97.184,2,0.2,6.074
2966,CA-2017-137428,12/16/2017,12/21/2017,Second Class,Corporate,United States,Oceanside,California,92054,West,Furniture,18.96,2,0,7.584
2967,CA-2014-162866,12/27/2014,12/31/2014,Standard Class,Consumer,United States,Skokie,Illinois,60076,Central,Furniture,32.952,6,0.6,-19.7712
2972,CA-2017-167941,11-06-2017,11-09-2017,Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Furniture,28.272,2,0.2,6.3612
2975,CA-2015-137512,05-07-2015,05-12-2015,Standard Class,Consumer,United States,Allen,Texas,75002,Central,Furniture,244.006,2,0.3,-31.3722
2977,CA-2017-139773,12-04-2017,12-04-2017,Same Day,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Furniture,188.552,7,0.3,-2.6936
2979,CA-2014-109232,1/13/2014,1/16/2014,Second Class,Consumer,United States,Mount Pleasant,South Carolina,29464,South,Furniture,545.94,6,0,87.3504
2981,CA-2015-139850,06-12-2015,6/17/2015,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,43.296,2,0.2,4.3296
2982,CA-2014-131310,07-12-2014,7/18/2014,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,123.136,4,0.2,13.8528
2985,US-2014-112872,12-06-2014,12-11-2014,Second Class,Consumer,United States,Springfield,Oregon,97477,West,Furniture,275.49,1,0.5,-170.8038
2986,CA-2016-139269,5/25/2016,5/30/2016,Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Furniture,24.96,4,0,6.24
2998,CA-2014-138317,6/21/2014,6/25/2014,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,3.984,1,0.2,0.6474
3009,CA-2016-124772,12-05-2016,12-06-2016,First Class,Consumer,United States,Murray,Kentucky,42071,South,Furniture,191.82,3,0,74.8098
3016,US-2015-138919,9/17/2015,9/21/2015,Standard Class,Home Office,United States,New York City,New York,10035,East,Furniture,344.22,2,0.4,-103.266
3018,US-2016-160528,8/23/2016,8/30/2016,Standard Class,Home Office,United States,Pharr,Texas,78577,Central,Furniture,22.608,3,0.6,-10.1736
3022,CA-2015-123568,11-08-2015,11/14/2015,Standard Class,Consumer,United States,West Jordan,Utah,84084,West,Furniture,66.69,3,0,22.0077
3024,CA-2017-124674,11/17/2017,11/23/2017,Standard Class,Consumer,United States,Brownsville,Texas,78521,Central,Furniture,327.7328,2,0.32,-14.4588
3027,CA-2017-169054,4/22/2017,4/26/2017,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Furniture,254.352,3,0.2,0
3029,CA-2017-116855,12/17/2017,12/21/2017,Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Furniture,504.9,5,0,80.784
3031,CA-2015-168480,9/21/2015,9/27/2015,Standard Class,Corporate,United States,Lincoln Park,Michigan,48146,Central,Furniture,194.32,4,0,31.0912
3033,US-2016-114293,11/21/2016,11/26/2016,Standard Class,Consumer,United States,Gresham,Oregon,97030,West,Furniture,195.136,4,0.2,-12.196
3039,US-2015-123960,06-11-2015,6/16/2015,Standard Class,Consumer,United States,Monroe,Louisiana,71203,South,Furniture,29.16,2,0,10.7892
3040,CA-2017-101749,10-03-2017,10-08-2017,Standard Class,Corporate,United States,Pasadena,California,91104,West,Furniture,171.288,3,0.2,-6.4233
3041,US-2016-147991,05-05-2016,05-09-2016,Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Furniture,16.72,5,0.2,3.344
3044,CA-2017-149559,09-11-2017,09-12-2017,Same Day,Home Office,United States,Long Beach,California,90805,West,Furniture,2054.272,8,0.2,256.784
3049,CA-2017-121419,04-02-2017,04-04-2017,First Class,Home Office,United States,Columbus,Georgia,31907,South,Furniture,411.8,2,0,70.006
3051,US-2017-148054,10-06-2017,10-11-2017,Standard Class,Home Office,United States,Meridian,Idaho,83642,West,Furniture,41.96,2,0,2.9372
3059,CA-2017-131492,10/19/2017,10/24/2017,Second Class,Corporate,United States,San Francisco,California,94110,West,Furniture,30.56,2,0,10.3904
3060,CA-2017-131492,10/19/2017,10/24/2017,Second Class,Corporate,United States,San Francisco,California,94110,West,Furniture,24.368,2,0.2,-3.3506
3072,CA-2014-119375,11/17/2014,11/22/2014,Standard Class,Corporate,United States,Newark,Delaware,19711,East,Furniture,124.41,3,0,14.9292
3075,CA-2015-126137,10-03-2015,10-08-2015,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,120.666,2,0.15,18.4548
3077,CA-2014-143903,7/20/2014,7/24/2014,Standard Class,Home Office,United States,Dallas,Texas,75217,Central,Furniture,16.74,5,0.6,-14.229
3078,CA-2014-143903,7/20/2014,7/24/2014,Standard Class,Home Office,United States,Dallas,Texas,75217,Central,Furniture,981.372,2,0.3,-140.196
3087,CA-2017-118773,02-09-2017,2/14/2017,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,3.984,2,0.6,-2.6892
3089,US-2017-159205,3/31/2017,04-02-2017,Second Class,Home Office,United States,Henderson,Kentucky,42420,South,Furniture,61,5,0,25.62
3099,CA-2017-135692,4/27/2017,05-01-2017,Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Furniture,220.2656,4,0.32,-42.1096
3101,CA-2017-131233,4/14/2017,4/19/2017,Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,242.352,3,0.2,9.0882
3103,CA-2017-119578,12/22/2017,12/27/2017,Second Class,Corporate,United States,Providence,Rhode Island,2908,East,Furniture,220.98,1,0,50.8254
3116,CA-2016-150350,8/23/2016,8/30/2016,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Furniture,532.704,6,0.2,-39.9528
3119,CA-2015-121720,06-11-2015,06-12-2015,First Class,Corporate,United States,Lakeland,Florida,33801,South,Furniture,1123.92,5,0.2,-182.637
3121,CA-2015-121720,06-11-2015,06-12-2015,First Class,Corporate,United States,Lakeland,Florida,33801,South,Furniture,48.672,3,0.2,7.3008
3129,CA-2014-136399,12/16/2014,12/17/2014,First Class,Home Office,United States,Los Angeles,California,90049,West,Furniture,44.46,2,0,14.6718
3130,CA-2014-136399,12/16/2014,12/17/2014,First Class,Home Office,United States,Los Angeles,California,90049,West,Furniture,241.568,2,0.2,18.1176
3133,CA-2014-107916,8/24/2014,8/26/2014,First Class,Corporate,United States,Oceanside,New York,11572,East,Furniture,13.28,2,0,6.3744
3140,CA-2017-164168,11-12-2017,11/18/2017,Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Furniture,22.848,3,0.6,-17.7072
3145,US-2016-148110,09-05-2016,09-11-2016,Standard Class,Corporate,United States,Austin,Texas,78745,Central,Furniture,347.802,7,0.3,-24.843
3146,CA-2017-131828,02-11-2017,2/13/2017,Second Class,Corporate,United States,Seattle,Washington,98105,West,Furniture,963.136,4,0.2,108.3528
3154,CA-2015-147830,12/15/2015,12/18/2015,First Class,Consumer,United States,Newark,Ohio,43055,East,Furniture,262.864,7,0.2,69.0018
3157,CA-2015-139584,8/24/2015,8/28/2015,Standard Class,Corporate,United States,New York City,New York,10009,East,Furniture,284.364,2,0.4,-75.8304
3168,CA-2016-146682,10/29/2016,10/31/2016,First Class,Consumer,United States,Lansing,Michigan,48911,Central,Furniture,67,5,0,32.16
3169,CA-2016-138695,5/28/2016,06-03-2016,Standard Class,Corporate,United States,Tallahassee,Florida,32303,South,Furniture,390.272,8,0.2,-24.392
3173,US-2016-133879,3/21/2016,3/28/2016,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,528.43,5,0.3,0
3176,US-2017-132059,9/23/2017,9/29/2017,Standard Class,Consumer,United States,Fort Collins,Colorado,80525,West,Furniture,180.588,2,0.7,-240.784
3179,CA-2017-105235,12-05-2017,12-11-2017,Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,20.94,3,0,6.0726
3180,CA-2017-105235,12-05-2017,12-11-2017,Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,58.68,2,0,18.1908
3201,CA-2014-164224,5/18/2014,5/20/2014,Second Class,Consumer,United States,Akron,Ohio,44312,East,Furniture,149.232,3,0.2,3.7308
3205,CA-2014-158372,11-10-2014,11/16/2014,Standard Class,Consumer,United States,San Diego,California,92037,West,Furniture,39.88,2,0,11.1664
3207,CA-2014-158372,11-10-2014,11/16/2014,Standard Class,Consumer,United States,San Diego,California,92037,West,Furniture,53.2,5,0,14.896
3231,CA-2017-131625,09-01-2017,09-05-2017,Second Class,Consumer,United States,New York City,New York,10009,East,Furniture,114.9,5,0,39.066
3236,CA-2016-140746,1/15/2016,1/15/2016,Same Day,Consumer,United States,Fairfield,Connecticut,6824,East,Furniture,181.797,1,0.3,-15.5826
3239,US-2016-127971,11/20/2016,11/27/2016,Standard Class,Corporate,United States,Houston,Texas,77095,Central,Furniture,318.43,5,0.3,-77.333
3241,US-2016-127971,11/20/2016,11/27/2016,Standard Class,Corporate,United States,Houston,Texas,77095,Central,Furniture,7.068,3,0.6,-2.8272
3245,CA-2017-113355,12-01-2017,12-05-2017,Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Furniture,317.058,3,0.3,-18.1176
3249,CA-2016-159730,9/17/2016,9/21/2016,Standard Class,Home Office,United States,Seattle,Washington,98103,West,Furniture,113.888,2,0.2,9.9652
3252,CA-2017-119389,4/17/2017,4/19/2017,First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,60.312,3,0.2,5.2773
3258,US-2016-161844,12-09-2016,12/14/2016,Second Class,Corporate,United States,Franklin,Tennessee,37064,South,Furniture,79.974,3,0.4,-29.3238
3273,CA-2015-146038,02-09-2015,2/16/2015,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,203.92,5,0.2,22.941
3284,CA-2014-159478,9/30/2014,10-06-2014,Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,15.24,3,0,5.1816
3294,CA-2014-106264,12/26/2014,12/30/2014,Standard Class,Consumer,United States,San Diego,California,92024,West,Furniture,3.48,2,0,1.1136
3303,US-2014-159926,11/18/2014,11/22/2014,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,60.312,3,0.2,5.2773
3312,CA-2016-162747,3/20/2016,3/25/2016,Second Class,Corporate,United States,Gulfport,Mississippi,39503,South,Furniture,86.45,7,0,38.038
3313,US-2014-133130,9/27/2014,10-01-2014,Standard Class,Consumer,United States,San Diego,California,92037,West,Furniture,603.92,5,0.2,45.294
3315,CA-2017-169978,12/24/2017,12/28/2017,Standard Class,Consumer,United States,Oceanside,New York,11572,East,Furniture,271.764,2,0.1,48.3136
3317,CA-2017-161739,11-10-2017,11/15/2017,Second Class,Corporate,United States,Round Rock,Texas,78664,Central,Furniture,341.96,5,0.6,-427.45
3321,CA-2014-134551,12/20/2014,12/25/2014,Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Furniture,662.88,3,0.2,74.574
3324,CA-2015-120810,7/23/2015,7/27/2015,Standard Class,Home Office,United States,New York City,New York,10009,East,Furniture,128.82,3,0,50.2398
3334,CA-2017-122595,12/14/2017,12/20/2017,Standard Class,Home Office,United States,Chicago,Illinois,60653,Central,Furniture,2.032,1,0.6,-1.3208
3337,US-2017-109253,8/21/2017,8/22/2017,First Class,Consumer,United States,Oakland,California,94601,West,Furniture,129.92,4,0,10.3936
3338,US-2017-109253,8/21/2017,8/22/2017,First Class,Consumer,United States,Oakland,California,94601,West,Furniture,568.728,3,0.2,28.4364
3343,CA-2016-145982,8/27/2016,09-01-2016,Second Class,Consumer,United States,Quincy,Massachusetts,2169,East,Furniture,244.615,1,0.3,20.967
3352,US-2014-134733,9/23/2014,9/28/2014,Standard Class,Corporate,United States,San Diego,California,92037,West,Furniture,435.999,3,0.15,20.5176
3355,US-2014-150434,7/19/2014,7/24/2014,Standard Class,Corporate,United States,Bristol,Connecticut,6010,East,Furniture,70.56,1,0.3,-4.032
3362,US-2015-142020,06-04-2015,06-08-2015,Second Class,Home Office,United States,New York City,New York,10024,East,Furniture,35.28,3,0,11.9952
3365,CA-2016-130050,7/16/2016,7/18/2016,Second Class,Corporate,United States,Houston,Texas,77036,Central,Furniture,9.552,3,0.6,-3.8208
3366,CA-2014-115161,1/31/2014,02-02-2014,First Class,Consumer,United States,Mission Viejo,California,92691,West,Furniture,290.666,2,0.15,3.4196
3369,CA-2015-115511,11/21/2015,11/25/2015,Standard Class,Consumer,United States,Las Vegas,Nevada,89115,West,Furniture,141.96,2,0,41.1684
3374,CA-2015-161718,12-04-2015,12-10-2015,Standard Class,Consumer,United States,Hempstead,New York,11550,East,Furniture,28.44,3,0,11.376
3375,CA-2015-161718,12-04-2015,12-10-2015,Standard Class,Consumer,United States,Hempstead,New York,11550,East,Furniture,364.41,5,0.1,8.098
3377,CA-2015-161718,12-04-2015,12-10-2015,Standard Class,Consumer,United States,Hempstead,New York,11550,East,Furniture,361.764,2,0.1,68.3332
3381,CA-2017-103156,11/23/2017,11/24/2017,First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,24.048,9,0.2,7.2144
3384,CA-2015-130659,12-04-2015,12-09-2015,Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,384.174,7,0.1,29.8802
3390,CA-2017-148404,10-07-2017,10-11-2017,Standard Class,Home Office,United States,Charlotte,North Carolina,28205,South,Furniture,154.764,3,0.4,-36.1116
3403,CA-2015-129700,05-04-2015,05-05-2015,First Class,Corporate,United States,Tinley Park,Illinois,60477,Central,Furniture,22.288,7,0.6,-8.9152
3404,CA-2017-168739,5/29/2017,06-05-2017,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Furniture,65.424,4,0.6,-52.3392
3406,US-2014-150119,4/23/2014,4/27/2014,Standard Class,Home Office,United States,Columbus,Ohio,43229,East,Furniture,281.372,2,0.3,-12.0588
3407,US-2014-150119,4/23/2014,4/27/2014,Standard Class,Home Office,United States,Columbus,Ohio,43229,East,Furniture,281.372,2,0.3,-12.0588
3409,US-2014-150119,4/23/2014,4/27/2014,Standard Class,Home Office,United States,Columbus,Ohio,43229,East,Furniture,22.336,4,0.2,7.8176
3420,CA-2015-150791,09-06-2015,9/13/2015,Standard Class,Home Office,United States,New York City,New York,10024,East,Furniture,271.764,2,0.1,60.392
3427,CA-2015-153381,9/24/2015,9/28/2015,Standard Class,Home Office,United States,Dubuque,Iowa,52001,Central,Furniture,1408.1,10,0,394.268
3429,US-2017-111024,07-03-2017,07-06-2017,Second Class,Home Office,United States,Lancaster,Ohio,43130,East,Furniture,215.148,2,0.4,-103.9882
3432,CA-2017-148264,12-08-2017,12-09-2017,First Class,Consumer,United States,Inglewood,California,90301,West,Furniture,128.9,2,0,15.468
3437,US-2015-100531,9/27/2015,9/29/2015,First Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,24.288,3,0.6,-12.7512
3438,CA-2017-152583,10/30/2017,10/30/2017,Same Day,Consumer,United States,Dallas,Texas,75217,Central,Furniture,16.192,2,0.6,-8.5008
3439,CA-2017-152583,10/30/2017,10/30/2017,Same Day,Consumer,United States,Dallas,Texas,75217,Central,Furniture,251.006,2,0.3,-68.1302
3458,CA-2017-136448,9/16/2017,9/18/2017,First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,22.512,3,0.2,2.2512
3467,US-2015-147242,09-10-2015,9/14/2015,Standard Class,Corporate,United States,Revere,Massachusetts,2151,East,Furniture,361.96,2,0,83.2508
3469,CA-2016-146143,12/14/2016,12/19/2016,Standard Class,Consumer,United States,Jackson,Mississippi,39212,South,Furniture,133.38,6,0,58.6872
3471,US-2016-150035,12-01-2016,12-05-2016,Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,16.74,2,0,4.3524
3474,CA-2017-111815,03-03-2017,03-10-2017,Standard Class,Consumer,United States,Dearborn Heights,Michigan,48127,Central,Furniture,180.98,1,0,47.0548
3481,CA-2016-131289,12-08-2016,12/14/2016,Standard Class,Corporate,United States,San Francisco,California,94110,West,Furniture,1421.664,6,0.2,-195.4788
3482,CA-2014-124023,04-07-2014,04-10-2014,First Class,Consumer,United States,Mobile,Alabama,36608,South,Furniture,8.96,2,0,2.7776
3484,CA-2014-124688,8/27/2014,8/29/2014,First Class,Corporate,United States,Springfield,Virginia,22153,South,Furniture,29.12,4,0,12.5216
3485,CA-2014-124688,8/27/2014,8/29/2014,First Class,Corporate,United States,Springfield,Virginia,22153,South,Furniture,1202.94,3,0,300.735
3489,CA-2015-157322,07-02-2015,07-06-2015,Standard Class,Consumer,United States,Carol Stream,Illinois,60188,Central,Furniture,408.422,2,0.3,-5.8346
3490,CA-2015-157322,07-02-2015,07-06-2015,Standard Class,Consumer,United States,Carol Stream,Illinois,60188,Central,Furniture,382.116,6,0.3,-92.7996
3496,CA-2017-142034,9/24/2017,9/28/2017,Standard Class,Corporate,United States,Saint Cloud,Minnesota,56301,Central,Furniture,603.92,4,0,181.176
3497,CA-2016-107328,08-08-2016,8/15/2016,Standard Class,Home Office,United States,Los Angeles,California,90036,West,Furniture,513.024,2,0.2,12.8256
3508,CA-2014-166863,6/20/2014,6/24/2014,Standard Class,Consumer,United States,Plano,Texas,75023,Central,Furniture,193.0656,4,0.32,-19.8744
3513,CA-2017-140326,09-04-2017,09-06-2017,First Class,Corporate,United States,Chicago,Illinois,60653,Central,Furniture,825.174,9,0.3,-117.882
3520,CA-2015-124975,6/22/2015,6/25/2015,First Class,Home Office,United States,Aurora,Illinois,60505,Central,Furniture,796.425,7,0.5,-525.6405
