 Type C C400,"
Sale price₹ 499",50% off,6 reviews,"★
  4.8
    ",Excellent Quality,Best in the market. Superb military quality and can’t be beaten in price by any other similar product available in the market with such a quality. Keep it up BoAt !
 Type C C400,"
Sale price₹ 499",50% off,6 reviews,"★
  4.8
    ",Best type c to type c cable with fast charging capability,Best for charging and fast data transfer
 Type C C400,"
Sale price₹ 499",50% off,6 reviews,"★
  4.8
    ",NIce product,Nice cable
 Type C C400,"
Sale price₹ 499",50% off,6 reviews,"★
  4.8
    ",Great value at this price 499/-,"I bought this cable on 3 july 2021, received in 2-3 days for my Samsung Galaxy note 10 lite. My original cable's length is 0.9m and i needed a long cable. Samsung doesn't offer long cable type C-type C besides 0.9m. Oneplus type C- type C costs 800/- for 1m. This is cable is better than any other cables in the market. It supports 100W output and hence it charges my cell phone at full power, you can even charger laptop with this cable. Box packaging is pretty simple."
 Rugged V3 Micro USB 1.5 Meter,"
Sale price₹ 299",63% off,63 reviews,"★
  4.9
    ",Good,My 1st choice is always Boat😊☺
 Rugged V3 Micro USB 1.5 Meter,"
Sale price₹ 299",63% off,63 reviews,"★
  4.9
    ",,boAt Rugged V3 Micro USB 1.5 Meter
 Rugged V3 Micro USB 1.5 Meter,"
Sale price₹ 299",63% off,63 reviews,"★
  4.9
    ",Super Fast,Its a super fast charging cable.. A value for money product...
 Rugged V3 Micro USB 1.5 Meter,"
Sale price₹ 299",63% off,63 reviews,"★
  4.9
    ",Awesome for this price range,As per now the data cable was working well I need to check it after
 Rugged V3 Micro USB 1.5 Meter,"
Sale price₹ 299",63% off,63 reviews,"★
  4.9
    ",,good product
 Rugged V3 Micro USB 1.5 Meter,"
Sale price₹ 299",63% off,63 reviews,"★
  4.9
    ",super,"very strong, fast charging, long, good looking"
 Deuce USB 300,"
Sale price₹ 299",57% off,76 reviews,"★
  4.8
    ",,super
 Deuce USB 300,"
Sale price₹ 299",57% off,76 reviews,"★
  4.8
    ",,boAt Deuce USB 300
 Deuce USB 300,"
Sale price₹ 299",57% off,76 reviews,"★
  4.8
    ",Deuce USB 300,This cable is awesome because data transfer speed is very fast.
 Deuce USB 300,"
Sale price₹ 299",57% off,76 reviews,"★
  4.8
    ",,Good Product
 Deuce USB 300,"
Sale price₹ 299",57% off,76 reviews,"★
  4.8
    ",,Good Product
 Deuce USB 300,"
Sale price₹ 299",57% off,76 reviews,"★
  4.8
    ",,Good Product
 Mask,"
Sale price₹ 499",17% off,147 reviews,"★
  4.9
    ",Excellent!!,One of the most comfortable masks available in the market. Well designed and looks great. Pricing is also just right. There should be more colour options.
 Mask,"
Sale price₹ 499",17% off,147 reviews,"★
  4.9
    ",Good mask,Quality is good and good to use . size is for person with very big face. For the people who fit into 2XL or larger size clothes.
 Mask,"
Sale price₹ 499",17% off,147 reviews,"★
  4.9
    ",The best in range,Super bass with very good spec....  amazing neckband 
 Mask,"
Sale price₹ 499",17% off,147 reviews,"★
  4.9
    ",Excellent Product,Top notch product amongst other items in the market. Military standard quality. Keep it up !
 Mask,"
Sale price₹ 499",17% off,147 reviews,"★
  4.9
    ",Excellent product,Very comfortable..
 Mask,"
Sale price₹ 499",17% off,147 reviews,"★
  4.9
    ",Mask review,Nice mask with soft touch. Good looking
 Deuce 330,"
Sale price₹ 299",57% off,4 reviews,"★
  5.0
    ",,boAt Deuce 330
 Deuce 330,"
Sale price₹ 299",57% off,4 reviews,"★
  5.0
    ",,boAt Deuce 330
 Deuce 330,"
Sale price₹ 299",57% off,4 reviews,"★
  5.0
    ",Super,Loved it.
 Deuce 330,"
Sale price₹ 299",57% off,4 reviews,"★
  5.0
    ",,Very good quality
 LTG 500 Indestructible Apple Certified Lightning Cable 2 Meter,"
Sale price₹ 899",49% off,26 reviews,"★
  4.8
    ",GOOD,fast charging and built quality is amazing.
 LTG 500 Indestructible Apple Certified Lightning Cable 2 Meter,"
Sale price₹ 899",49% off,26 reviews,"★
  4.8
    ",,boAt LTG 500 Indestructible Apple Certified Lightning Cable 2 Meter
 LTG 500 Indestructible Apple Certified Lightning Cable 2 Meter,"
Sale price₹ 899",49% off,26 reviews,"★
  4.8
    ",Perfect product,Perfect product
 LTG 500 Indestructible Apple Certified Lightning Cable 2 Meter,"
Sale price₹ 899",49% off,26 reviews,"★
  4.8
    ",Sturdy build quality,Nice feel and good product
 LTG 500 Indestructible Apple Certified Lightning Cable 2 Meter,"
Sale price₹ 899",49% off,26 reviews,"★
  4.8
    ",Good,Cable quality is good
 LTG 500 Indestructible Apple Certified Lightning Cable 2 Meter,"
Sale price₹ 899",49% off,26 reviews,"★
  4.8
    ",Good Cable,"Keep build these products, These type of product create more trust on your brand Boat."
 Micro USB 150 1.5 Meter,"
Sale price₹ 499",50% off,2 reviews,"★
  5.0
    ",Wonderful,Awesome
 Micro USB 150 1.5 Meter,"
Sale price₹ 499",50% off,2 reviews,"★
  5.0
    ",,Nice
 A400 USB Type C Data Cable,"
Sale price₹ 349",65% off,15 reviews,"★
  4.9
    ",,boAt A400 USB Type C Data Cable
 A400 USB Type C Data Cable,"
Sale price₹ 349",65% off,15 reviews,"★
  4.9
    ",Excellent,Best product by boat A400 USB Type C Data Cable.
 A400 USB Type C Data Cable,"
Sale price₹ 349",65% off,15 reviews,"★
  4.9
    ","Subash nagar road, graam kanchanpur, 221310",Good
 A400 USB Type C Data Cable,"
Sale price₹ 349",65% off,15 reviews,"★
  4.9
    ",,A400 USB Type C Data Cable
 A400 USB Type C Data Cable,"
Sale price₹ 349",65% off,15 reviews,"★
  4.9
    ",,A400 USB Type C Data Cable
 A400 USB Type C Data Cable,"
Sale price₹ 349",65% off,15 reviews,"★
  4.9
    ",Best quality USB C cable,"This is my initial feedback. Let's see how durable it is.
My OP 5T phone's original cable broke after three years. I hope the Boat's cable will also last next three years."
 Type C C400,"
Sale price₹ 499",50% off,6 reviews,"★
  4.8
    ",🔥🔥,Great product
 Type C C400,"
Sale price₹ 499",50% off,6 reviews,"★
  4.8
    ",,"Excellent product 
Great quality"
 Type C C400,"
Sale price₹ 499",50% off,6 reviews,"★
  4.8
    ",Excellent Quality,Best in the market. Superb military quality and can’t be beaten in price by any other similar product available in the market with such a quality. Keep it up BoAt !
 Type C C400,"
Sale price₹ 499",50% off,6 reviews,"★
  4.8
    ",Best type c to type c cable with fast charging capability,Best for charging and fast data transfer
 Type C C400,"
Sale price₹ 499",50% off,6 reviews,"★
  4.8
    ",NIce product,Nice cable
 Type C C400,"
Sale price₹ 499",50% off,6 reviews,"★
  4.8
    ",Great value at this price 499/-,"I bought this cable on 3 july 2021, received in 2-3 days for my Samsung Galaxy note 10 lite. My original cable's length is 0.9m and i needed a long cable. Samsung doesn't offer long cable type C-type C besides 0.9m. Oneplus type C- type C costs 800/- for 1m. This is cable is better than any other cables in the market. It supports 100W output and hence it charges my cell phone at full power, you can even charger laptop with this cable. Box packaging is pretty simple."
 Rugged V3 Micro USB 1.5 Meter,"
Sale price₹ 299",63% off,63 reviews,"★
  4.9
    ",Good,My 1st choice is always Boat😊☺
 Rugged V3 Micro USB 1.5 Meter,"
Sale price₹ 299",63% off,63 reviews,"★
  4.9
    ",,boAt Rugged V3 Micro USB 1.5 Meter
 Rugged V3 Micro USB 1.5 Meter,"
Sale price₹ 299",63% off,63 reviews,"★
  4.9
    ",Super Fast,Its a super fast charging cable.. A value for money product...
 Rugged V3 Micro USB 1.5 Meter,"
Sale price₹ 299",63% off,63 reviews,"★
  4.9
    ",Awesome for this price range,As per now the data cable was working well I need to check it after
 Rugged V3 Micro USB 1.5 Meter,"
Sale price₹ 299",63% off,63 reviews,"★
  4.9
    ",,good product
 Rugged V3 Micro USB 1.5 Meter,"
Sale price₹ 299",63% off,63 reviews,"★
  4.9
    ",super,"very strong, fast charging, long, good looking"
 Deuce USB 300,"
Sale price₹ 299",57% off,76 reviews,"★
  4.8
    ",,super
 Deuce USB 300,"
Sale price₹ 299",57% off,76 reviews,"★
  4.8
    ",,boAt Deuce USB 300
 Deuce USB 300,"
Sale price₹ 299",57% off,76 reviews,"★
  4.8
    ",Deuce USB 300,This cable is awesome because data transfer speed is very fast.
 Deuce USB 300,"
Sale price₹ 299",57% off,76 reviews,"★
  4.8
    ",,Good Product
 Deuce USB 300,"
Sale price₹ 299",57% off,76 reviews,"★
  4.8
    ",,Good Product
 Deuce USB 300,"
Sale price₹ 299",57% off,76 reviews,"★
  4.8
    ",,Good Product
 Micro USB 500 Cable 1.5 Meter,"
Sale price₹ 279",65% off,25 reviews,"★
  4.9
    ",,Quantity is good
 Micro USB 500 Cable 1.5 Meter,"
Sale price₹ 279",65% off,25 reviews,"★
  4.9
    ",Good quality,Best quality
 Micro USB 500 Cable 1.5 Meter,"
Sale price₹ 279",65% off,25 reviews,"★
  4.9
    ",,Micro USB 500 Cable 1.5 Meter
 Micro USB 500 Cable 1.5 Meter,"
Sale price₹ 279",65% off,25 reviews,"★
  4.9
    ",,Micro USB 500 Cable 1.5 Meter
 Micro USB 500 Cable 1.5 Meter,"
Sale price₹ 279",65% off,25 reviews,"★
  4.9
    ",Working good,ss0050985@gmail.com
 Micro USB 500 Cable 1.5 Meter,"
Sale price₹ 279",65% off,25 reviews,"★
  4.9
    ",,Nice one
 LTG 500 Indestructible Apple Certified Lightning Cable 1 Meter,"
Sale price₹ 799",47% off,48 reviews,"★
  4.8
    ",very nice product,this is my 3rd cable in 4 years. they are sturdy and well built. happy with my purchase.
 LTG 500 Indestructible Apple Certified Lightning Cable 1 Meter,"
Sale price₹ 799",47% off,48 reviews,"★
  4.8
    ",boAt LTG 500 lightning cable for Apple Phone,Good quality product. Finish is well done 👍
 LTG 500 Indestructible Apple Certified Lightning Cable 1 Meter,"
Sale price₹ 799",47% off,48 reviews,"★
  4.8
    ",Super smooth,Good product like as original
 LTG 500 Indestructible Apple Certified Lightning Cable 1 Meter,"
Sale price₹ 799",47% off,48 reviews,"★
  4.8
    ",Good,Good quality cable
 LTG 500 Indestructible Apple Certified Lightning Cable 1 Meter,"
Sale price₹ 799",47% off,48 reviews,"★
  4.8
    ",5 star resting,Product is very well good quality cable
 LTG 500 Indestructible Apple Certified Lightning Cable 1 Meter,"
Sale price₹ 799",47% off,48 reviews,"★
  4.8
    ",Good quality,Best in the market.
 Energyshroom PB10,"
Sale price₹ 949",53% off,1 review,"★
  5.0
    ",Good design and backup,Perfect
 Energyshroom PB9,"
Sale price₹ 949",53% off,2 reviews,"★
  5.0
    ",,Good
 Energyshroom PB9,"
Sale price₹ 949",53% off,2 reviews,"★
  5.0
    ",Boat,I all redy buy boat so I bot this item
 Dual Port Rapid Car Charger (Qualcomm Certified),"
Sale price₹ 449",50% off,7 reviews,"★
  5.0
    ",,boAt Dual Port Rapid Car Charger (Qualcomm Certified)
 Dual Port Rapid Car Charger (Qualcomm Certified),"
Sale price₹ 449",50% off,7 reviews,"★
  5.0
    ",Suberb,The car charger is excellent.
 Dual Port Rapid Car Charger (Qualcomm Certified),"
Sale price₹ 449",50% off,7 reviews,"★
  5.0
    ",Great product by boat,Boat beet the market and products are super ausam
 Dual Port Rapid Car Charger (Qualcomm Certified),"
Sale price₹ 449",50% off,7 reviews,"★
  5.0
    ",Nice product,Nice product very nice good quality of product or price
 Dual Port Rapid Car Charger (Qualcomm Certified),"
Sale price₹ 449",50% off,7 reviews,"★
  5.0
    ",Value for Moneyq,Product as described.
 Dual Port Rapid Car Charger (Qualcomm Certified),"
Sale price₹ 449",50% off,7 reviews,"★
  5.0
    ",Good product,Best design best product
 Micro USB 100 1 Meter,"
Sale price₹ 199",72% off,23 reviews,"★
  4.9
    ",,Very nice product  .cable  strong  enough  thanks boAt
 Micro USB 100 1 Meter,"
Sale price₹ 199",72% off,23 reviews,"★
  4.9
    ",Thanks,"Fast changing
Good USB cable"
 Micro USB 100 1 Meter,"
Sale price₹ 199",72% off,23 reviews,"★
  4.9
    ",Excellent,I am fully satisfied with the performance of the device and I recommend others to buy this.
 Micro USB 100 1 Meter,"
Sale price₹ 199",72% off,23 reviews,"★
  4.9
    ",Best quality,As written in product description on website it is exactly same
 Micro USB 100 1 Meter,"
Sale price₹ 199",72% off,23 reviews,"★
  4.9
    ",,Micro USB 100 1 Meter
 Micro USB 100 1 Meter,"
Sale price₹ 199",72% off,23 reviews,"★
  4.9
    ",Good,Good
 Dual QC-PD Port Rapid Car Charger With Power Delivery Cable,"
Sale price₹ 699",53% off,2 reviews,"★
  5.0
    ",,boAt Dual QC-PD Port Rapid Car Charger With Power Delivery Cable
 Dual QC-PD Port Rapid Car Charger With Power Delivery Cable,"
Sale price₹ 699",53% off,2 reviews,"★
  5.0
    ",boAt Dual QC-PD Port Rapid Car Charger With Power Delivery Cable,The product is amazing! Charging speed is the fastest among the previously used car charges from different brands. Highly recommended.
 Dual QC-PD Port Rapid Car Charger With Type C Cable,"
Sale price₹ 599",60% off,5 reviews,"★
  5.0
    ",Awesome product,Best car charger
 Dual QC-PD Port Rapid Car Charger With Type C Cable,"
Sale price₹ 599",60% off,5 reviews,"★
  5.0
    ",Its response is very good,It's data cable and fast charging is too much oasum
 Dual QC-PD Port Rapid Car Charger With Type C Cable,"
Sale price₹ 599",60% off,5 reviews,"★
  5.0
    ",,boAt Dual QC-PD Port Rapid Car Charger With Type C Cable
 Dual QC-PD Port Rapid Car Charger With Type C Cable,"
Sale price₹ 599",60% off,5 reviews,"★
  5.0
    ",,boAt Dual QC-PD Port Rapid Car Charger With Type C Cable
 Dual QC-PD Port Rapid Car Charger With Type C Cable,"
Sale price₹ 599",60% off,5 reviews,"★
  5.0
    ",Very good Product,Its great product but just lower the price a bit.
ProductName,ProductPrice,Discount,NumberofReviews,Rate,Review,Summary
 Wave Select ,"
Sale price₹ 2,099",70% off,13 reviews,"★
  5.0
    ",Very good,Always satisfied with your product
 Wave Select ,"
Sale price₹ 2,099",70% off,13 reviews,"★
  5.0
    ",great product,excellent
 Wave Select ,"
Sale price₹ 2,099",70% off,13 reviews,"★
  5.0
    ",Good Product,I just love it
 Wave Select ,"
Sale price₹ 2,099",70% off,13 reviews,"★
  5.0
    ",,"boAt Wave Select | Best Sports Edition Smartwatch With 20+ Sports Modes, HD Display, Fitness Tracking Mechanism"
 Wave Select ,"
Sale price₹ 2,099",70% off,13 reviews,"★
  5.0
    ",,"boAt Wave Select | Best Sports Edition Smartwatch With 20+ Sports Modes, HD Display, Fitness Tracking Mechanism"
 Wave Select ,"
Sale price₹ 2,099",70% off,13 reviews,"★
  5.0
    ",Great product,Wow
 Storm Call ,"
Sale price₹ 1,799",77% off,23 reviews,"★
  4.7
    ",,Best purchase thank you
 Storm Call ,"
Sale price₹ 1,799",77% off,23 reviews,"★
  4.7
    ",GOOD PRODUCT. MUCH IMPRESSED,GOOD PRODUCT. MUCH IMPRESSED
 Storm Call ,"
Sale price₹ 1,799",77% off,23 reviews,"★
  4.7
    ",,"Storm Call | Bluetooth Calling Smart Watch with 1.69 inches HD display, Super-Responsive Dialpad, Ultra Slim & Lightweight"
 Storm Call ,"
Sale price₹ 1,799",77% off,23 reviews,"★
  4.7
    ",Battery backup not good,All functions are very first
 Storm Call ,"
Sale price₹ 1,799",77% off,23 reviews,"★
  4.7
    ",,"Storm Call | Bluetooth Calling Smart Watch with 1.69 inches HD display, Super-Responsive Dialpad, Ultra Slim & Lightweight"
 Storm Call ,"
Sale price₹ 1,799",77% off,23 reviews,"★
  4.7
    ",Good product,Good Product
 Wave Beat ,"
Sale price₹ 1,499",75% off,5 reviews,"★
  4.6
    ",Today,Today review
 Wave Beat ,"
Sale price₹ 1,499",75% off,5 reviews,"★
  4.6
    ",Ritesh,Ritesh
 Wave Beat ,"
Sale price₹ 1,499",75% off,5 reviews,"★
  4.6
    ",Very good product,Product is best of other products price and quality
 Wave Beat ,"
Sale price₹ 1,499",75% off,5 reviews,"★
  4.6
    ",Good,Good product
 Wave Beat ,"
Sale price₹ 1,499",75% off,5 reviews,"★
  4.6
    ",Paisa wasool,Good
 Wave Neo ,"
Sale price₹ 1,499",75% off,20 reviews,"★
  4.7
    ",Nice product,Nice product
 Wave Neo ,"
Sale price₹ 1,499",75% off,20 reviews,"★
  4.7
    ",,"Watch Wave Neo | 1.69"" HD Display, Upto 7 Days Battery Life, IP68 Sweat & Water Resistant, 100+ Watch Faces"
 Wave Neo ,"
Sale price₹ 1,499",75% off,20 reviews,"★
  4.7
    ",,Good product
 Wave Neo ,"
Sale price₹ 1,499",75% off,20 reviews,"★
  4.7
    ",Awesome,Love the product.Thank you boat
 Wave Neo ,"
Sale price₹ 1,499",75% off,20 reviews,"★
  4.7
    ",Ultimate,Supar
 Wave Neo ,"
Sale price₹ 1,499",75% off,20 reviews,"★
  4.7
    ",,Good
 Wave Connect ,"
Sale price₹ 2,999",57% off,88 reviews,"★
  4.9
    ",best watch ever buyed,"just believe me this is the best watch I have ever ordered don't even think about just buy it without any hesitation 
best battery life
best touch experience"
 Wave Connect ,"
Sale price₹ 2,999",57% off,88 reviews,"★
  4.9
    ",,Call connecting is not good there is more disturbance and watch leave bluetooth time to time call speaker voice not loud
 Wave Connect ,"
Sale price₹ 2,999",57% off,88 reviews,"★
  4.9
    ",,"boAt Wave Connect | Bluetooth Calling Smartwatch with Alexa built-in, 1.69” HD display, 100+ Watch Faces, 60+ Sports Modes"
 Wave Connect ,"
Sale price₹ 2,999",57% off,88 reviews,"★
  4.9
    ",,The product was awesome but the problem was charging was not connecting the watch ..it was the isse
 Wave Connect ,"
Sale price₹ 2,999",57% off,88 reviews,"★
  4.9
    ",Great👌👌👌,Too Good
 Wave Connect ,"
Sale price₹ 2,999",57% off,88 reviews,"★
  4.9
    ",Nitin Kumar,Super
 Xtend‌ ,"
Sale price₹ 2,699",66% off,146 reviews,"★
  4.8
    ",🔥🔥👌 super product i really happy 😃,🔥👌 super product i really happy 😃 i love the product 😃
 Xtend‌ ,"
Sale price₹ 2,699",66% off,146 reviews,"★
  4.8
    ",Good Watch,Watch is good.
 Xtend‌ ,"
Sale price₹ 2,699",66% off,146 reviews,"★
  4.8
    ",Worth it,"Bought it as a gift for my brother’s birthday, He Loved it ."
 Xtend‌ ,"
Sale price₹ 2,699",66% off,146 reviews,"★
  4.8
    ",,"boAt Watch Xtend‌ | Premium Smart Watch with Alexa Built-in, 1.69"" Inches Big Square Display"
 Xtend‌ ,"
Sale price₹ 2,699",66% off,146 reviews,"★
  4.8
    ",AMAZING,Amazing product very nyc packaging....love it
 Xtend‌ ,"
Sale price₹ 2,699",66% off,146 reviews,"★
  4.8
    ",,"All the features of watch are amazing , easy to use and worth the money"
 Wave Call ,"
Sale price₹ 1,799",77% off,41 reviews,"★
  4.9
    ",Good 👍,Very Good
 Wave Call ,"
Sale price₹ 1,799",77% off,41 reviews,"★
  4.9
    ",,"boAt Wave Call | Bluetooth Calling Smartwatch with 1.69"" HD Curved Display, 150+ Watch Faces, Heart Rate & SPO2 Monitoring"
 Wave Call ,"
Sale price₹ 1,799",77% off,41 reviews,"★
  4.9
    ",,"boAt Wave Call | Bluetooth Calling Smartwatch with 1.69"" HD Curved Display, 150+ Watch Faces, Heart Rate & SPO2 Monitoring"
 Wave Call ,"
Sale price₹ 1,799",77% off,41 reviews,"★
  4.9
    ",,"boAt Wave Call | Bluetooth Calling Smartwatch with 1.69"" HD Curved Display, 150+ Watch Faces, Heart Rate & SPO2 Monitoring"
 Wave Call ,"
Sale price₹ 1,799",77% off,41 reviews,"★
  4.9
    ",,Good
 Wave Call ,"
Sale price₹ 1,799",77% off,41 reviews,"★
  4.9
    ",,"boAt Wave Call | Bluetooth Calling Smartwatch with 1.69"" HD Curved Display, 150+ Watch Faces, Heart Rate & SPO2 Monitoring"
 Wave Lite ,"
Sale price₹ 1,699",76% off,55 reviews,"★
  4.9
    ",,Excellent product
 Wave Lite ,"
Sale price₹ 1,699",76% off,55 reviews,"★
  4.9
    ",Awesime,Nice
 Wave Lite ,"
Sale price₹ 1,699",76% off,55 reviews,"★
  4.9
    ",,"boAt Wave Lite | 1.69"" HD Display, Measures Health on the go, comes with 100+ Watch Faces"
 Wave Lite ,"
Sale price₹ 1,699",76% off,55 reviews,"★
  4.9
    ",Good,Good
 Wave Lite ,"
Sale price₹ 1,699",76% off,55 reviews,"★
  4.9
    ",,"boAt Wave Lite | 1.69"" HD Display, Measures Health on the go, comes with 100+ Watch Faces"
 Wave Lite ,"
Sale price₹ 1,699",76% off,55 reviews,"★
  4.9
    ",,"boAt Wave Lite | 1.69"" HD Display, Measures Health on the go, comes with 100+ Watch Faces"
 Watch Flash ,"
Sale price₹ 1,399",80% off,48 reviews,"★
  4.8
    ",,"boAt Watch Flash | Smart Watch With a 33mm Full Touch LCD Display, Round dial, IP68 sweat and Water Resistant"
 Watch Flash ,"
Sale price₹ 1,399",80% off,48 reviews,"★
  4.8
    ",Boat Flash Smart Watch,"I guess i have purchased one of the best and most stylish watch for a cheap price.
All features are absolutely perfect and work nice. Also the Boat App gives very detailed information and also stores your previous data in it. Very much satisfied with this product. Would highly recommened. Thank You Boat🙂"
 Watch Flash ,"
Sale price₹ 1,399",80% off,48 reviews,"★
  4.8
    ",,Good
 Watch Flash ,"
Sale price₹ 1,399",80% off,48 reviews,"★
  4.8
    ",Good product,"Realy nice product
Very good display quality
Battery backup is very good"
 Watch Flash ,"
Sale price₹ 1,399",80% off,48 reviews,"★
  4.8
    ",,Good product
 Watch Flash ,"
Sale price₹ 1,399",80% off,48 reviews,"★
  4.8
    ",owsome but calling reciving fichure,good
 Wave Select ,"
Sale price₹ 2,099",70% off,13 reviews,"★
  5.0
    ",Very good,Always satisfied with your product
 Wave Select ,"
Sale price₹ 2,099",70% off,13 reviews,"★
  5.0
    ",great product,excellent
 Wave Select ,"
Sale price₹ 2,099",70% off,13 reviews,"★
  5.0
    ",Good Product,I just love it
 Wave Select ,"
Sale price₹ 2,099",70% off,13 reviews,"★
  5.0
    ",,"boAt Wave Select | Best Sports Edition Smartwatch With 20+ Sports Modes, HD Display, Fitness Tracking Mechanism"
 Wave Select ,"
Sale price₹ 2,099",70% off,13 reviews,"★
  5.0
    ",,"boAt Wave Select | Best Sports Edition Smartwatch With 20+ Sports Modes, HD Display, Fitness Tracking Mechanism"
 Wave Select ,"
Sale price₹ 2,099",70% off,13 reviews,"★
  5.0
    ",Great product,Wow
 Storm Call ,"
Sale price₹ 1,799",77% off,23 reviews,"★
  4.7
    ",,Best purchase thank you
 Storm Call ,"
Sale price₹ 1,799",77% off,23 reviews,"★
  4.7
    ",GOOD PRODUCT. MUCH IMPRESSED,GOOD PRODUCT. MUCH IMPRESSED
 Storm Call ,"
Sale price₹ 1,799",77% off,23 reviews,"★
  4.7
    ",,"Storm Call | Bluetooth Calling Smart Watch with 1.69 inches HD display, Super-Responsive Dialpad, Ultra Slim & Lightweight"
 Storm Call ,"
Sale price₹ 1,799",77% off,23 reviews,"★
  4.7
    ",Battery backup not good,All functions are very first
 Storm Call ,"
Sale price₹ 1,799",77% off,23 reviews,"★
  4.7
    ",,"Storm Call | Bluetooth Calling Smart Watch with 1.69 inches HD display, Super-Responsive Dialpad, Ultra Slim & Lightweight"
 Storm Call ,"
Sale price₹ 1,799",77% off,23 reviews,"★
  4.7
    ",Good product,Good Product
 Wave Beat ,"
Sale price₹ 1,499",75% off,5 reviews,"★
  4.6
    ",Today,Today review
 Wave Beat ,"
Sale price₹ 1,499",75% off,5 reviews,"★
  4.6
    ",Ritesh,Ritesh
 Wave Beat ,"
Sale price₹ 1,499",75% off,5 reviews,"★
  4.6
    ",Very good product,Product is best of other products price and quality
 Wave Beat ,"
Sale price₹ 1,499",75% off,5 reviews,"★
  4.6
    ",Good,Good product
 Wave Beat ,"
Sale price₹ 1,499",75% off,5 reviews,"★
  4.6
    ",Paisa wasool,Good
 Wave Neo ,"
Sale price₹ 1,499",75% off,20 reviews,"★
  4.7
    ",Nice product,Nice product
 Wave Neo ,"
Sale price₹ 1,499",75% off,20 reviews,"★
  4.7
    ",,"Watch Wave Neo | 1.69"" HD Display, Upto 7 Days Battery Life, IP68 Sweat & Water Resistant, 100+ Watch Faces"
 Wave Neo ,"
Sale price₹ 1,499",75% off,20 reviews,"★
  4.7
    ",,Good product
 Wave Neo ,"
Sale price₹ 1,499",75% off,20 reviews,"★
  4.7
    ",Awesome,Love the product.Thank you boat
 Wave Neo ,"
Sale price₹ 1,499",75% off,20 reviews,"★
  4.7
    ",Ultimate,Supar
 Wave Neo ,"
Sale price₹ 1,499",75% off,20 reviews,"★
  4.7
    ",,Good
 Wave Connect ,"
Sale price₹ 2,999",57% off,88 reviews,"★
  4.9
    ",best watch ever buyed,"just believe me this is the best watch I have ever ordered don't even think about just buy it without any hesitation 
best battery life
best touch experience"
 Wave Connect ,"
Sale price₹ 2,999",57% off,88 reviews,"★
  4.9
    ",,Call connecting is not good there is more disturbance and watch leave bluetooth time to time call speaker voice not loud
 Wave Connect ,"
Sale price₹ 2,999",57% off,88 reviews,"★
  4.9
    ",,"boAt Wave Connect | Bluetooth Calling Smartwatch with Alexa built-in, 1.69” HD display, 100+ Watch Faces, 60+ Sports Modes"
 Wave Connect ,"
Sale price₹ 2,999",57% off,88 reviews,"★
  4.9
    ",,The product was awesome but the problem was charging was not connecting the watch ..it was the isse
 Wave Connect ,"
Sale price₹ 2,999",57% off,88 reviews,"★
  4.9
    ",Great👌👌👌,Too Good
 Wave Connect ,"
Sale price₹ 2,999",57% off,88 reviews,"★
  4.9
    ",Nitin Kumar,Super
 Xtend‌ ,"
Sale price₹ 2,699",66% off,146 reviews,"★
  4.8
    ",🔥🔥👌 super product i really happy 😃,🔥👌 super product i really happy 😃 i love the product 😃
 Xtend‌ ,"
Sale price₹ 2,699",66% off,146 reviews,"★
  4.8
    ",Good Watch,Watch is good.
 Xtend‌ ,"
Sale price₹ 2,699",66% off,146 reviews,"★
  4.8
    ",Worth it,"Bought it as a gift for my brother’s birthday, He Loved it ."
 Xtend‌ ,"
Sale price₹ 2,699",66% off,146 reviews,"★
  4.8
    ",,"boAt Watch Xtend‌ | Premium Smart Watch with Alexa Built-in, 1.69"" Inches Big Square Display"
 Xtend‌ ,"
Sale price₹ 2,699",66% off,146 reviews,"★
  4.8
    ",AMAZING,Amazing product very nyc packaging....love it
 Xtend‌ ,"
Sale price₹ 2,699",66% off,146 reviews,"★
  4.8
    ",,"All the features of watch are amazing , easy to use and worth the money"
 Wave Call ,"
Sale price₹ 1,799",77% off,41 reviews,"★
  4.9
    ",Good 👍,Very Good
 Wave Call ,"
Sale price₹ 1,799",77% off,41 reviews,"★
  4.9
    ",,"boAt Wave Call | Bluetooth Calling Smartwatch with 1.69"" HD Curved Display, 150+ Watch Faces, Heart Rate & SPO2 Monitoring"
 Wave Call ,"
Sale price₹ 1,799",77% off,41 reviews,"★
  4.9
    ",,"boAt Wave Call | Bluetooth Calling Smartwatch with 1.69"" HD Curved Display, 150+ Watch Faces, Heart Rate & SPO2 Monitoring"
 Wave Call ,"
Sale price₹ 1,799",77% off,41 reviews,"★
  4.9
    ",,"boAt Wave Call | Bluetooth Calling Smartwatch with 1.69"" HD Curved Display, 150+ Watch Faces, Heart Rate & SPO2 Monitoring"
 Wave Call ,"
Sale price₹ 1,799",77% off,41 reviews,"★
  4.9
    ",,Good
 Wave Call ,"
Sale price₹ 1,799",77% off,41 reviews,"★
  4.9
    ",,"boAt Wave Call | Bluetooth Calling Smartwatch with 1.69"" HD Curved Display, 150+ Watch Faces, Heart Rate & SPO2 Monitoring"
 Wave Lite ,"
Sale price₹ 1,699",76% off,55 reviews,"★
  4.9
    ",,Excellent product
 Wave Lite ,"
Sale price₹ 1,699",76% off,55 reviews,"★
  4.9
    ",Awesime,Nice
